Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Equiv_Grade,College,Degree_Program
S08684,22,Female,28,Kinesthetic,16,No,81,41,58,No,Medium,29,9,2.82,Engineering,Electrical
S08685,20,Female,24,Reading/Writing,13,Yes,97,83,81,No,Low,10,9,4.34,Engineering,Electronic
S08686,23,Female,20,Auditory,0,No,97,59,100,Yes,Medium,29,6,3.93,Business and Finance,Business Administration
S08687,19,Male,26,Kinesthetic,12,No,72,86,98,No,High,2,5,4.21,Health Sciences,Public Health
S08688,28,Female,21,Auditory,6,Yes,67,64,98,Yes,Medium,28,7,3.585,Engineering,Electrical
S08689,18,Male,21,Auditory,1,Yes,97,50,77,Yes,Medium,5,4,3.475,Health Sciences,Pharmacy
S08690,25,Male,22,Auditory,12,Yes,59,91,82,No,Medium,1,5,3.98,Health Sciences,Medical Technology
S08691,28,Male,30,Reading/Writing,2,No,57,90,100,Yes,Medium,8,7,4.105,Health Sciences,Nursing
S08692,23,Female,26,Auditory,8,Yes,99,81,59,Yes,Low,14,7,4.1,Business and Finance,Accountancy
S08693,24,Female,35,Kinesthetic,16,Yes,100,90,53,Yes,Low,17,5,4.28,Engineering,Mechanical
S08694,28,Male,42,Kinesthetic,9,No,69,97,95,Yes,Low,20,9,4.41,Engineering,Electrical
S08695,26,Male,44,,18,,,,,,,18,,0,Health Sciences,Pharmacy
S08696,18,Female,10,Reading/Writing,8,Yes,66,77,86,Yes,Medium,15,6,3.775,Engineering,Computer
S08697,22,Male,43,Visual,11,Yes,60,86,68,Yes,Medium,19,8,3.73,Engineering,Mechanical
S08698,23,Female,41,Reading/Writing,17,Yes,61,41,94,Yes,High,10,10,2.88,Engineering,Mechanical
S08699,21,Male,32,Visual,12,No,50,57,73,Yes,Medium,10,6,2.905,Health Sciences,Medical Technology
S08700,21,Female,23,Visual,3,Yes,61,71,76,Yes,High,15,9,3.45,Business and Finance,Economics
S08701,19,Female,30,Kinesthetic,16,Yes,72,80,54,No,Medium,15,5,3.62,Business and Finance,Economics
S08702,19,Male,21,Kinesthetic,8,Yes,80,91,82,Yes,High,21,5,4.295,Engineering,Mechanical
S08703,20,Male,28,Kinesthetic,12,No,73,60,88,No,Medium,5,10,3.475,Health Sciences,Nursing
S08704,28,Female,23,Kinesthetic,1,No,82,99,68,Yes,Medium,20,9,4.385,Health Sciences,Public Health
S08705,18,Male,5,Auditory,16,No,96,70,77,Yes,Medium,14,10,3.96,Engineering,Computer
S08706,26,Female,27,Reading/Writing,20,No,87,66,86,Yes,Low,1,4,3.815,Engineering,Electronic
S08707,18,Female,13,Auditory,0,Yes,84,72,56,Yes,Medium,25,10,3.62,Health Sciences,Nursing
S08708,21,Male,16,Auditory,1,Yes,73,93,58,Yes,Low,6,4,4,Health Sciences,Pharmacy
S08709,26,Male,31,Auditory,5,Yes,59,69,96,Yes,Medium,15,4,3.57,Engineering,Electronic
,,,39,Kinesthetic,14,Yes,86,,,,Medium,,6,1.29,Health Sciences,Medical Technology
S08711,23,Other,7,Visual,17,No,92,87,67,No,Low,5,8,4.225,Business and Finance,Entrepreneurship
S08712,20,Female,48,Reading/Writing,11,Yes,65,100,80,Yes,Medium,26,7,4.275,Engineering,Electronic
S08713,21,Female,41,Kinesthetic,8,No,63,49,80,No,High,19,8,2.97,Health Sciences,Medical Technology
S08714,21,Male,26,Kinesthetic,20,No,72,74,94,No,Medium,18,7,3.87,Engineering,Computer
S08715,24,Male,6,Auditory,19,No,93,88,60,Yes,Medium,2,5,4.195,Health Sciences,Pharmacy
S08716,24,Female,46,Reading/Writing,18,No,52,68,65,No,Low,1,5,3.13,Engineering,Electrical
S08717,19,Female,13,Reading/Writing,13,No,56,87,97,Yes,Medium,8,7,3.985,Health Sciences,Nursing
S08718,19,Male,32,Auditory,8,Yes,97,45,94,Yes,Low,4,8,3.52,Engineering,Mechanical
S08719,27,Female,49,Auditory,17,No,67,51,90,No,Medium,23,4,3.18,Health Sciences,Pharmacy
S08720,25,Male,45,Visual,16,No,84,67,84,Yes,High,12,10,3.775,Business and Finance,Economics
S08721,19,Male,17,Reading/Writing,2,Yes,83,94,83,Yes,Medium,19,9,4.425,Engineering,Electrical
S08722,29,Female,37,Reading/Writing,0,Yes,98,42,70,No,Medium,29,5,3.22,Engineering,Computer
S08723,22,Female,26,Visual,17,Yes,63,49,84,Yes,Medium,2,9,3.01,Business and Finance,Business Administration
S08724,27,Male,17,Visual,8,No,51,64,85,Yes,Medium,7,5,3.215,Engineering,Electronic
S08725,24,Male,8,Reading/Writing,17,Yes,50,84,54,Yes,Medium,24,5,3.39,Engineering,Computer
S08726,24,Female,45,Kinesthetic,19,Yes,87,99,93,Yes,High,24,8,4.71,Business and Finance,Economics
S08727,21,Female,28,Reading/Writing,8,No,78,96,90,Yes,Low,13,4,4.47,Health Sciences,Pharmacy
S08728,26,Female,45,Kinesthetic,10,Yes,62,96,100,No,Low,6,4,4.33,Engineering,Computer
S08729,28,Female,39,Reading/Writing,19,Yes,90,48,95,Yes,Medium,7,10,3.5,Health Sciences,Medical Technology
S08730,28,Male,42,Reading/Writing,3,Yes,93,75,56,No,Medium,4,9,3.83,Business and Finance,Accountancy
S08731,26,Female,15,Kinesthetic,2,Yes,72,52,56,No,Medium,28,4,2.94,Health Sciences,Pharmacy
,,,,,13,No,68,76,,,,,7,2.92,Engineering,Mechanical
S08733,23,Male,25,Kinesthetic,5,Yes,57,72,74,Yes,Medium,17,7,3.395,Health Sciences,Nursing
S08734,18,Female,8,Visual,6,No,82,74,56,No,Medium,2,6,3.64,Health Sciences,Pharmacy
S08735,22,Female,47,Visual,17,No,97,79,72,Yes,Medium,29,5,4.15,Health Sciences,Pharmacy
S08736,27,Male,17,Kinesthetic,3,Yes,73,99,54,Yes,Low,1,9,4.11,Engineering,Computer
S08737,22,Male,44,Reading/Writing,11,Yes,71,77,89,Yes,Low,4,9,3.88,Health Sciences,Nursing
S08738,29,Female,31,Kinesthetic,14,Yes,70,72,71,Yes,Medium,30,10,3.56,Engineering,Computer
S08739,19,Female,46,Auditory,4,No,100,84,76,No,Medium,11,7,4.36,Business and Finance,Entrepreneurship
S08740,29,Female,31,Auditory,14,Yes,67,62,68,Yes,High,11,7,3.235,Engineering,Electronic
S08741,19,Female,26,Kinesthetic,15,No,97,45,100,Yes,High,26,6,3.58,Business and Finance,Economics
S08742,23,Male,6,Auditory,3,No,83,91,60,Yes,Low,8,4,4.12,Engineering,Mechanical
S08743,19,Other,45,Kinesthetic,0,No,78,70,84,Yes,Medium,3,9,3.76,Business and Finance,Business Administration
S08744,20,Female,43,Reading/Writing,18,No,82,97,70,Yes,High,1,5,4.355,Business and Finance,Accountancy
S08745,23,Male,10,Visual,6,No,87,67,74,No,Low,12,9,3.72,Business and Finance,Entrepreneurship
S08746,24,Male,46,Visual,5,Yes,80,92,87,Yes,Medium,2,7,4.37,Health Sciences,Medical Technology
S08747,20,Female,46,Reading/Writing,3,Yes,94,94,89,Yes,Low,13,10,4.65,Engineering,Electronic
S08748,20,Male,11,Auditory,3,No,97,82,64,Yes,High,15,8,4.145,Engineering,Mechanical
S08749,24,Male,30,Kinesthetic,2,No,88,69,67,Yes,Low,30,7,3.715,Business and Finance,Entrepreneurship
S08750,26,Female,40,Kinesthetic,11,No,84,84,75,Yes,Medium,5,9,4.11,Business and Finance,Entrepreneurship
S08751,19,Female,35,Reading/Writing,18,No,72,49,78,Yes,Medium,17,6,3.085,Health Sciences,Nursing
S08752,25,Male,42,Reading/Writing,15,Yes,63,79,68,Yes,Medium,7,6,3.6,Health Sciences,Medical Technology
S08753,21,Female,40,Kinesthetic,13,Yes,87,62,90,Yes,Low,15,6,3.755,Health Sciences,Nursing
S08754,25,Male,45,Kinesthetic,20,Yes,68,76,88,Yes,Medium,7,7,3.8,Health Sciences,Pharmacy
S08755,21,Female,27,Visual,5,Yes,55,91,69,Yes,Medium,26,4,3.79,Business and Finance,Entrepreneurship
S08756,29,Male,35,Kinesthetic,18,Yes,77,45,91,Yes,Low,14,9,3.19,Engineering,Electrical
S08757,29,Male,26,Kinesthetic,11,Yes,75,97,72,Yes,Medium,14,10,4.27,Health Sciences,Nursing
S08758,26,Male,20,Kinesthetic,5,Yes,59,63,67,Yes,Medium,23,8,3.13,Engineering,Electrical
S08759,24,Female,12,Auditory,2,Yes,56,76,85,Yes,Low,3,5,3.59,Engineering,Electrical
S08760,22,Male,30,Visual,14,Yes,82,93,52,No,Low,3,5,4.075,Business and Finance,Economics
S08761,24,Female,25,Auditory,4,Yes,78,76,85,Yes,Low,13,10,3.92,Engineering,Electronic
S08762,20,Female,42,Reading/Writing,1,Yes,91,91,99,Yes,Low,3,8,4.63,Business and Finance,Business Administration
S08763,20,Male,34,Auditory,16,Yes,76,85,64,Yes,Medium,22,5,3.905,Health Sciences,Public Health
S08764,19,Male,28,Visual,18,No,97,82,58,Yes,Low,13,8,4.085,Health Sciences,Medical Technology
S08765,26,Female,39,Auditory,13,Yes,75,71,51,No,Low,27,5,3.41,Engineering,Mechanical
S08766,22,Male,10,Visual,0,No,99,41,90,Yes,Low,10,6,3.41,Engineering,Electrical
S08767,23,Other,30,Visual,12,Yes,72,55,62,Yes,Low,15,6,3.075,Engineering,Electronic
S08768,25,Male,16,Reading/Writing,20,Yes,51,97,94,Yes,High,0,7,4.13,Health Sciences,Medical Technology
S08769,23,Female,18,Visual,4,No,62,96,50,Yes,Low,16,6,3.83,Business and Finance,Economics
S08770,18,Female,8,Reading/Writing,5,Yes,63,98,71,Yes,Medium,27,4,4.105,Health Sciences,Pharmacy
S08771,21,Female,33,Reading/Writing,10,No,100,61,83,Yes,Medium,4,10,3.855,Business and Finance,Entrepreneurship
S08772,21,Male,33,Visual,12,No,51,51,81,Yes,Low,8,5,2.85,Engineering,Mechanical
S08773,22,Male,48,Reading/Writing,10,Yes,97,54,76,Yes,Low,30,7,3.565,Business and Finance,Entrepreneurship
S08774,27,Male,8,Visual,4,Yes,62,66,80,Yes,High,0,10,3.38,Business and Finance,Accountancy
S08775,18,Male,49,Reading/Writing,9,Yes,51,46,85,Yes,High,5,5,2.765,Health Sciences,Pharmacy
S08776,22,Male,7,Reading/Writing,16,Yes,93,72,55,Yes,High,13,7,3.745,Engineering,Electrical
S08777,21,Female,29,Kinesthetic,19,Yes,82,98,95,No,Medium,25,5,4.63,Engineering,Electronic
S08778,28,Female,14,Visual,4,No,82,70,78,Yes,Low,9,6,3.76,Health Sciences,Medical Technology
S08779,18,Male,31,Visual,16,Yes,78,93,59,Yes,Medium,17,10,4.085,Engineering,Electronic
S08780,18,Female,12,Auditory,7,Yes,100,94,77,Yes,Low,19,7,4.62,Health Sciences,Pharmacy
S08781,20,Female,40,Reading/Writing,19,Yes,77,77,99,Yes,Medium,13,6,4.07,Health Sciences,Medical Technology
S08782,26,Male,24,Reading/Writing,3,No,99,40,76,Yes,Medium,17,9,3.245,Engineering,Electronic
S08783,21,Female,10,Reading/Writing,8,Yes,82,60,52,Yes,Low,2,9,3.25,Health Sciences,Medical Technology
S08784,18,Male,49,Kinesthetic,2,Yes,53,77,72,Yes,High,22,8,3.44,Engineering,Computer
S08785,22,Female,23,Visual,3,No,86,40,69,Yes,High,2,4,2.98,Business and Finance,Business Administration
S08786,20,Female,48,Visual,1,Yes,63,61,64,No,Medium,12,6,3.11,Health Sciences,Pharmacy
S08787,26,Female,12,Kinesthetic,8,Yes,66,61,71,No,Medium,3,5,3.225,Engineering,Electronic
S08788,29,Male,31,Visual,4,Yes,67,69,56,Yes,Medium,3,4,3.29,Business and Finance,Business Administration
S08789,18,Female,34,Reading/Writing,4,No,94,55,99,Yes,Medium,24,9,3.775,Health Sciences,Nursing
S08790,27,Other,41,Kinesthetic,14,No,58,50,54,Yes,Medium,9,6,2.66,Engineering,Mechanical
S08791,25,Female,46,Auditory,20,Yes,54,78,67,No,Low,25,5,3.43,Health Sciences,Public Health
,,,19,,3,,,60,,,,,,1.5,Health Sciences,Medical Technology
S08793,28,Female,45,Auditory,2,Yes,60,95,98,No,Medium,11,9,4.255,Engineering,Electrical
S08794,28,Female,14,Kinesthetic,0,Yes,87,60,57,No,Medium,5,4,3.375,Business and Finance,Entrepreneurship
S08795,26,Female,18,Kinesthetic,12,No,85,64,52,Yes,Medium,13,5,3.395,Health Sciences,Nursing
S08796,20,Male,16,Auditory,2,No,79,47,54,No,Medium,0,8,2.9,Engineering,Mechanical
S08797,22,Female,46,Kinesthetic,20,No,67,53,61,Yes,Low,19,9,2.94,Engineering,Computer
S08798,23,Female,16,Reading/Writing,4,Yes,59,78,70,Yes,Medium,21,5,3.535,Health Sciences,Pharmacy
S08799,26,Female,25,Kinesthetic,17,No,82,88,75,Yes,Medium,26,10,4.18,Engineering,Mechanical
S08800,21,Male,17,Visual,14,Yes,90,41,66,Yes,Low,16,4,3.035,Business and Finance,Accountancy
S08801,29,Male,25,Reading/Writing,15,Yes,60,48,97,Yes,Low,30,5,3.07,Business and Finance,Accountancy
S08802,24,Male,43,Visual,20,Yes,90,85,50,No,Medium,11,10,3.975,Health Sciences,Public Health
S08803,19,Female,7,Reading/Writing,0,Yes,89,85,59,Yes,High,16,5,4.05,Health Sciences,Pharmacy
S08804,26,Female,40,Auditory,2,Yes,91,93,82,Yes,Low,28,4,4.51,Engineering,Electronic
S08805,29,Other,18,Reading/Writing,16,Yes,55,93,76,Yes,High,18,4,3.91,Health Sciences,Medical Technology
S08806,20,Male,44,Kinesthetic,2,Yes,81,75,82,Yes,Medium,29,5,3.91,Business and Finance,Entrepreneurship
S08807,23,Male,16,Reading/Writing,0,Yes,94,63,78,No,Low,9,4,3.765,Engineering,Computer
S08808,26,Female,20,Visual,5,Yes,83,68,63,Yes,Medium,26,4,3.575,Health Sciences,Medical Technology
S08809,19,Male,44,Auditory,4,Yes,85,87,58,No,High,16,8,4.03,Business and Finance,Economics
S08810,21,Female,26,Kinesthetic,7,No,65,94,64,Yes,Medium,24,5,3.965,Business and Finance,Business Administration
S08811,21,Male,38,Reading/Writing,11,Yes,99,53,86,Yes,High,26,10,3.67,Health Sciences,Medical Technology
S08812,24,Male,23,Visual,9,Yes,57,76,55,Yes,Medium,20,4,3.305,Business and Finance,Economics
S08813,20,Male,14,Auditory,0,Yes,62,50,65,No,Medium,9,8,2.83,Business and Finance,Accountancy
S08814,22,Female,47,Visual,2,No,76,97,76,No,High,22,4,4.325,Business and Finance,Accountancy
S08815,22,Male,29,Reading/Writing,17,Yes,96,85,99,No,Low,15,4,4.555,Business and Finance,Economics
S08816,28,Other,13,Auditory,0,Yes,55,86,70,Yes,High,10,4,3.675,Engineering,Electronic
S08817,25,Female,20,Reading/Writing,18,Yes,62,54,56,Yes,Medium,24,6,2.84,Health Sciences,Medical Technology
S08818,21,Female,41,Reading/Writing,3,Yes,61,99,89,Yes,Medium,14,7,4.28,Engineering,Electrical
S08819,25,Male,12,Kinesthetic,19,No,66,53,61,Yes,Medium,21,4,2.925,Business and Finance,Entrepreneurship
,,,,Reading/Writing,,No,,,,,,,,0,Health Sciences,Nursing
S08821,22,Male,41,Visual,5,Yes,98,65,82,No,Medium,11,6,3.915,Engineering,Computer
S08822,24,Female,5,Kinesthetic,6,No,88,86,69,Yes,Medium,14,10,4.16,Health Sciences,Medical Technology
S08823,25,Female,6,Visual,12,Yes,97,68,71,Yes,Low,15,5,3.865,Business and Finance,Accountancy
S08824,20,Female,10,Kinesthetic,7,Yes,66,90,88,No,Medium,29,5,4.12,Business and Finance,Business Administration
S08825,24,Female,7,Auditory,16,Yes,88,88,87,Yes,Medium,30,4,4.39,Engineering,Computer
S08826,18,Male,13,Kinesthetic,9,Yes,81,40,57,Yes,Low,26,7,2.785,Business and Finance,Business Administration
S08827,25,Female,47,Reading/Writing,2,Yes,98,76,94,Yes,High,1,8,4.31,Business and Finance,Business Administration
S08828,18,Male,37,Visual,6,No,98,56,56,Yes,Low,15,4,3.43,Business and Finance,Business Administration
S08829,23,Female,42,Kinesthetic,7,Yes,59,51,81,Yes,High,7,8,2.97,Engineering,Electronic
S08830,28,Male,13,Auditory,13,Yes,91,43,80,No,Medium,24,10,3.24,Engineering,Computer
S08831,20,Female,18,Visual,2,Yes,75,40,58,Yes,High,23,7,2.705,Business and Finance,Business Administration
S08832,24,Male,34,Visual,13,Yes,60,78,84,No,Medium,24,6,3.69,Business and Finance,Accountancy
S08833,21,Female,9,Reading/Writing,4,No,52,45,85,Yes,Medium,25,6,2.755,Engineering,Computer
S08834,25,Female,30,Kinesthetic,1,No,70,72,69,No,Low,18,7,3.54,Health Sciences,Public Health
S08835,19,Male,36,Visual,16,Yes,74,49,53,Yes,High,12,6,2.865,Business and Finance,Economics
S08836,24,Male,21,Auditory,13,Yes,59,74,71,Yes,Medium,8,9,3.445,Business and Finance,Economics
S08837,25,Male,10,Auditory,0,Yes,56,85,66,Yes,Medium,11,9,3.625,Business and Finance,Economics
S08838,24,Female,44,Reading/Writing,7,Yes,56,42,71,Yes,Medium,1,8,2.6,Health Sciences,Nursing
S08839,29,Other,20,Kinesthetic,19,Yes,56,64,52,Yes,Low,22,5,2.96,Business and Finance,Accountancy
S08840,19,Male,32,Visual,10,Yes,64,86,59,No,Medium,10,6,3.7,Health Sciences,Nursing
S08841,22,Male,22,Visual,6,Yes,84,67,74,Yes,Medium,1,6,3.675,Business and Finance,Accountancy
S08842,27,Male,43,Kinesthetic,14,Yes,78,59,53,Yes,Low,19,6,3.175,Business and Finance,Business Administration
S08843,26,Female,10,Kinesthetic,16,Yes,65,90,56,Yes,Low,18,9,3.785,Engineering,Electronic
S08844,26,Other,38,Auditory,15,Yes,58,53,67,Yes,Medium,16,6,2.865,Engineering,Electronic
S08845,29,Male,38,Reading/Writing,8,Yes,71,66,59,No,Medium,18,10,3.305,Engineering,Mechanical
S08846,25,Male,17,Kinesthetic,14,Yes,54,57,78,Yes,Medium,17,6,3.015,Business and Finance,Entrepreneurship
S08847,24,Female,36,Kinesthetic,,,87,99,,Yes,Medium,7,,3.78,Health Sciences,Pharmacy
S08848,22,Female,18,Kinesthetic,14,No,82,83,,Yes,,13,5,3.305,Engineering,Electronic
S08849,23,Female,15,Kinesthetic,13,Yes,56,75,80,Yes,Medium,22,7,3.515,Engineering,Electrical
S08850,18,Female,21,Auditory,14,No,97,52,85,No,Low,17,6,3.605,Engineering,Electronic
S08851,24,Female,16,Auditory,11,Yes,97,61,97,Yes,Medium,20,4,3.95,Business and Finance,Business Administration
S08852,20,Male,42,Auditory,18,Yes,52,89,81,No,Medium,13,4,3.815,Engineering,Mechanical
S08853,22,Male,8,Visual,8,No,71,70,65,Yes,Medium,20,10,3.465,Business and Finance,Economics
S08854,27,Male,45,Kinesthetic,2,Yes,57,80,92,Yes,Medium,16,4,3.775,Health Sciences,Pharmacy
S08855,25,Male,18,Kinesthetic,14,Yes,68,100,52,Yes,Medium,4,10,4.04,Business and Finance,Entrepreneurship
S08856,28,Female,36,Visual,15,No,58,96,92,Yes,Medium,3,4,4.19,Health Sciences,Pharmacy
S08857,25,Male,36,Kinesthetic,14,Yes,71,78,82,Yes,Medium,8,7,3.835,Health Sciences,Nursing
S08858,26,Male,9,Visual,14,Yes,91,87,63,No,Low,1,6,4.17,Engineering,Electronic
S08859,19,Male,21,Visual,9,Yes,50,90,75,Yes,Low,27,4,3.75,Business and Finance,Economics
S08860,24,Male,18,Auditory,15,No,97,66,77,Yes,Low,27,10,3.875,Health Sciences,Medical Technology
S08861,21,Female,35,Visual,8,No,84,48,79,Yes,Low,4,7,3.25,Engineering,Electronic
S08862,24,Female,43,Visual,0,Yes,99,95,88,No,Low,12,4,4.74,Health Sciences,Pharmacy
S08863,21,Female,7,Kinesthetic,17,Yes,97,58,54,Yes,High,15,10,3.445,Business and Finance,Economics
S08864,25,Female,37,Reading/Writing,3,Yes,85,86,83,Yes,Low,21,7,4.255,Engineering,Mechanical
S08865,22,Male,22,Visual,10,No,87,65,78,No,High,14,6,3.71,Engineering,Computer
S08866,21,Female,23,Visual,11,Yes,95,51,78,Yes,Medium,14,10,3.48,Business and Finance,Accountancy
S08867,23,Female,13,Visual,8,No,87,82,68,No,Low,10,4,4.035,Business and Finance,Business Administration
S08868,23,Male,28,Auditory,3,No,54,63,93,Yes,Medium,2,7,3.315,Health Sciences,Pharmacy
S08869,18,Female,,Auditory,,Yes,,,,,Low,,9,0,Engineering,Mechanical
S08870,19,Male,31,Reading/Writing,20,No,55,99,68,No,Medium,22,8,3.98,Health Sciences,Nursing
S08871,25,Female,18,Visual,19,Yes,66,94,100,Yes,Medium,27,9,4.34,Engineering,Electrical
S08872,18,Male,40,Kinesthetic,4,Yes,66,63,58,Yes,Low,29,7,3.145,Health Sciences,Medical Technology
S08873,20,Male,22,Auditory,2,No,67,41,96,Yes,Medium,24,4,2.99,Business and Finance,Economics
S08874,24,Male,11,Reading/Writing,20,Yes,79,71,62,Yes,Medium,6,7,3.58,Engineering,Electronic
S08875,28,Male,21,Auditory,2,Yes,72,52,52,No,Medium,27,10,2.9,Business and Finance,Entrepreneurship
S08876,18,Female,41,Kinesthetic,0,Yes,87,79,80,Yes,Medium,5,10,4.08,Business and Finance,Accountancy
S08877,23,Female,45,Visual,18,Yes,50,45,97,No,Medium,20,8,2.845,Business and Finance,Accountancy
S08878,26,Female,12,Reading/Writing,14,No,56,63,78,Yes,Medium,6,10,3.195,Engineering,Electrical
S08879,20,Male,29,Kinesthetic,2,Yes,55,49,92,Yes,Low,27,8,2.97,Business and Finance,Business Administration
S08880,23,Male,25,Kinesthetic,19,Yes,85,85,96,Yes,Medium,11,4,4.36,Business and Finance,Economics
S08881,18,Female,27,Auditory,1,No,81,76,94,No,Medium,2,7,4.055,Health Sciences,Pharmacy
S08882,23,Male,19,Visual,3,Yes,69,91,80,Yes,Medium,8,7,4.11,Business and Finance,Entrepreneurship
S08883,19,Female,44,Auditory,20,Yes,80,45,63,No,Medium,4,5,2.955,Engineering,Electronic
S08884,25,Female,28,Visual,15,No,90,82,96,Yes,Low,9,7,4.36,Business and Finance,Entrepreneurship
S08885,22,Female,37,Visual,1,Yes,61,42,58,Yes,Medium,5,7,2.545,Health Sciences,Nursing
S08886,24,Female,41,Visual,1,No,93,98,64,No,Low,15,4,4.485,Health Sciences,Pharmacy
S08887,21,Male,10,Kinesthetic,7,Yes,73,91,97,No,Medium,8,6,4.34,Business and Finance,Entrepreneurship
S08888,23,Female,9,Auditory,2,Yes,77,90,79,No,High,15,9,4.195,Engineering,Computer
S08889,19,Male,49,Kinesthetic,16,Yes,99,76,62,Yes,Medium,11,8,4.005,Engineering,Electronic
S08890,24,Female,34,Visual,19,No,66,69,55,No,Medium,15,10,3.265,Health Sciences,Nursing
S08891,28,Female,41,Kinesthetic,20,Yes,79,77,97,Yes,Medium,19,7,4.08,Engineering,Electronic
S08892,21,Male,24,Auditory,12,Yes,98,47,65,Yes,Low,18,8,3.295,Health Sciences,Nursing
S08893,25,Male,8,Auditory,13,No,90,71,95,Yes,Medium,24,6,4.075,Health Sciences,Nursing
S08894,20,Male,18,Auditory,1,Yes,65,40,76,Yes,Low,27,10,2.735,Business and Finance,Entrepreneurship
,21,Female,45,Visual,,,,,80,,,,,0.8,Engineering,Electrical
S08896,24,Male,5,Visual,5,Yes,87,81,93,Yes,Low,8,6,4.26,Business and Finance,Business Administration
S08897,21,Male,23,Kinesthetic,20,Yes,70,65,82,Yes,Medium,22,4,3.495,Health Sciences,Pharmacy
S08898,20,Female,23,Visual,15,Yes,94,81,58,Yes,Low,17,8,4.015,Health Sciences,Pharmacy
S08899,26,Male,14,Auditory,10,No,63,68,79,Yes,High,11,6,3.435,Engineering,Electrical
S08900,24,Male,19,Reading/Writing,4,Yes,99,70,81,Yes,Low,30,8,4.045,Engineering,Electronic
S08901,26,Male,13,Auditory,16,No,66,82,77,No,Medium,4,6,3.81,Health Sciences,Public Health
S08902,18,Male,33,Auditory,20,Yes,64,71,100,No,High,7,4,3.735,Business and Finance,Accountancy
S08903,29,Female,9,Kinesthetic,5,No,71,93,80,No,Low,20,5,4.19,Health Sciences,Medical Technology
S08904,26,Male,24,Auditory,6,Yes,51,50,57,Yes,Medium,5,7,2.585,Business and Finance,Accountancy
S08905,26,Male,21,Auditory,0,No,95,53,93,Yes,Medium,6,7,3.68,Engineering,Mechanical
S08906,28,Male,17,Reading/Writing,9,Yes,75,99,98,Yes,Medium,4,9,4.58,Health Sciences,Public Health
S08907,26,Male,30,Reading/Writing,18,Yes,96,84,96,No,Medium,21,9,4.5,Health Sciences,Public Health
S08908,27,Male,9,Auditory,9,Yes,96,70,65,No,Medium,13,7,3.84,Engineering,Electronic
S08909,24,Male,13,Auditory,12,No,89,84,84,Yes,Low,13,6,4.275,Business and Finance,Entrepreneurship
S08910,20,Female,43,Auditory,11,Yes,74,53,97,Yes,High,8,9,3.405,Engineering,Computer
S08911,21,Male,48,Visual,3,Yes,50,41,85,Yes,Low,10,8,2.625,Engineering,Electrical
S08912,23,Female,34,Kinesthetic,16,No,99,54,51,Yes,Low,18,10,3.345,Engineering,Computer
S08913,22,Male,18,Visual,7,Yes,85,92,91,Yes,Low,20,6,4.485,Engineering,Electronic
S08914,29,Female,29,Kinesthetic,18,Yes,55,44,75,Yes,High,8,5,2.675,Business and Finance,Economics
S08915,19,Male,31,Reading/Writing,3,No,87,43,65,Yes,Medium,17,4,3.03,Business and Finance,Business Administration
S08916,26,Male,21,Reading/Writing,9,Yes,65,46,62,No,Medium,0,8,2.745,Engineering,Computer
S08917,19,Male,16,Reading/Writing,18,Yes,50,81,82,Yes,Medium,21,9,3.595,Engineering,Electronic
S08918,18,Male,35,Visual,7,Yes,73,56,76,Yes,Medium,24,8,3.255,Engineering,Mechanical
S08919,19,Male,41,Reading/Writing,5,Yes,57,42,77,Yes,Medium,3,4,2.675,Health Sciences,Nursing
S08920,29,Male,15,Auditory,1,Yes,59,78,73,No,Medium,19,9,3.565,Health Sciences,Pharmacy
S08921,18,Male,17,Reading/Writing,10,No,82,70,85,Yes,Low,28,10,3.83,Health Sciences,Public Health
S08922,27,Female,16,Auditory,14,Yes,68,51,55,Yes,High,22,6,2.845,Health Sciences,Pharmacy
S08923,22,Male,38,Auditory,20,No,55,47,98,Yes,Medium,4,9,2.98,Business and Finance,Economics
S08924,28,Female,29,Auditory,17,Yes,62,59,96,Yes,Medium,30,4,3.365,Engineering,Computer
S08925,19,Male,13,Auditory,0,Yes,98,85,97,Yes,Low,14,7,4.565,Health Sciences,Nursing
S08926,29,Male,20,Kinesthetic,0,Yes,75,54,68,Yes,Medium,26,5,3.155,Health Sciences,Public Health
S08927,22,Male,45,Auditory,13,Yes,74,40,88,No,High,26,10,2.99,Health Sciences,Public Health
S08928,27,Male,48,Reading/Writing,4,No,100,54,97,Yes,Low,1,9,3.82,Business and Finance,Entrepreneurship
S08929,29,Female,43,Reading/Writing,12,Yes,88,44,91,Yes,High,0,8,3.33,Health Sciences,Public Health
S08930,27,Female,24,Kinesthetic,1,No,81,40,94,No,Low,24,6,3.155,Engineering,Electronic
S08931,28,Female,12,Kinesthetic,1,No,79,73,73,Yes,Medium,5,7,3.74,Business and Finance,Business Administration
S08932,18,Female,10,Kinesthetic,5,No,64,41,78,Yes,Medium,19,9,2.765,Business and Finance,Accountancy
S08933,25,Female,12,Kinesthetic,7,Yes,79,81,94,Yes,Low,4,6,4.15,Business and Finance,Business Administration
S08934,21,Female,5,Auditory,18,Yes,82,92,50,Yes,Medium,27,4,4.03,Business and Finance,Accountancy
